KO00010	KO00020	KO00030	KO00040	KO00051	KO00052	KO00053	KO00061	KO00062	KO00071	KO00100	KO00120	KO00130	KO00140	KO00190	KO00195	KO00230	KO00240	KO00250	KO00260	KO00270	KO00280	KO00281	KO00290	KO00300	KO00310	KO00311	KO00312	KO00330	KO00340	KO00350	KO00351	KO00360	KO00361	KO00362	KO00380	KO00400	KO00430	KO00440	KO00450	KO00480	KO00500	KO00510	KO00511	KO00513	KO00520	KO00521	KO00522	KO00523	KO00531	KO00532	KO00534	KO00540	KO00550	KO00561	KO00562	KO00563	KO00564	KO00565	KO00590	KO00600	KO00601	KO00603	KO00620	KO00621	KO00622	KO00624	KO00625	KO00627	KO00630	KO00633	KO00640	KO00643	KO00650	KO00660	KO00670	KO00680	KO00710	KO00720	KO00730	KO00740	KO00750	KO00760	KO00770	KO00780	KO00785	KO00790	KO00791	KO00830	KO00860	KO00900	KO00903	KO00906	KO00908	KO00909	KO00910	KO00920	KO00930	KO00940	KO00941	KO00945	KO00960	KO00970	KO00983	KO00984	KO01040	KO01053	KO02010	KO02020	KO02030	KO02040	KO02060	KO03008	KO03010	KO03013	KO03015	KO03018	KO03020	KO03022	KO03030	KO03040	KO03050	KO03060	KO03070	KO03410	KO03420	KO03430	KO03440	KO03450	KO04010	KO04011	KO04012	KO04020	KO04064	KO04066	KO04070	KO04075	KO04080	KO04110	KO04111	KO04112	KO04113	KO04114	KO04120	KO04122	KO04130	KO04141	KO04142	KO04144	KO04145	KO04146	KO04151	KO04210	KO04260	KO04270	KO04310	KO04320	KO04330	KO04350	KO04360	KO04510	KO04514	KO04520	KO04530	KO04540	KO04610	KO04614	KO04621	KO04622	KO04626	KO04650	KO04666	KO04740	KO04810	KO04910	KO04940	KO04962	KO04970	KO04973	KO04974	KO04975	KO05010	KO05012	KO05014	KO05016	KO05020	KO05030	KO05032	KO05034	KO05100	KO05110	KO05111	KO05120	KO05130	KO05132	KO05134	KO05142	KO05143	KO05144	KO05146	KO05150	KO05200	KO05202	KO05203	KO05204	KO05215	KO05219	KO05322	KO05340	KO05410	KO00232	KO00512	KO00514	KO00591	KO00592	KO03320	KO04013	KO04060	KO04115	KO04140	KO04150	KO04340	KO04380	KO04512	KO04612	KO04630	KO04710	KO04742	KO04744	KO04972	KO04976	KO05145	KO05160	KO05162	KO05168	KO00904	KO04670	KO04745	KO05222	KO00460	KO00623	KO04950	KO04964	KO05133	KO04930
R5366_S18	9479	8470	4984	8310	10391	13411	323	5918	0	3	0	250	2035	191	12228	0	18965	9474	26948	17688	11607	4664	1153	7187	7703	96	85	5	10824	7417	867	0	505	11	350	206	5889	17	114	788	1392	6990	512	1472	1	7924	6735	0	0	368	0	1	3678	7626	1337	66	0	3024	0	28	1	1	0	8145	0	0	0	7	37	1813	125	169	0	322	14	4023	1813	45	727	4995	2311	1858	4891	2762	3253	296	1701	29	39	6283	5290	0	16	954	0	516	140	6	4378	4	0	70	34687	73	0	1	103	12108	8391	1476	982	2474	0	18212	501	0	12813	11515	0	9863	2	0	1391	9717	3197	8569	2734	8796	0	2	207	0	3	0	2098	535	1	0	1	0	8092	71	0	0	1492	0	48	2502	0	0	4151	1559	32	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1258	0	0	5	0	88	97	1	0	0	1097	0	6	0	1	0	0	0	0	0	0	0	211	2842	0	5	1845	0	1	0	2	218	54	0	643	1	67	2	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5367_S19	11558	8270	5851	8687	10210	15594	323	6077	0	16	1	263	1884	134	13235	0	20586	10279	29590	18770	13687	4957	1103	7967	8945	114	64	11	11485	7933	798	0	907	3	511	208	6186	17	148	843	1502	8707	660	1520	0	9239	7216	2	1	320	0	0	3445	8582	2058	208	0	3515	0	48	0	4	0	8739	0	0	1	2	19	1969	70	166	1	552	46	4302	1859	13	1117	4865	2490	2011	5428	3182	3261	285	1674	63	25	7097	5788	0	0	1099	0	365	219	0	4925	0	0	78	38061	177	0	6	77	20514	9860	5057	3108	2580	0	20230	550	0	13869	13434	0	10620	3	3	1492	10167	3683	8991	3125	9453	0	1	169	0	2	0	2503	528	0	0	0	0	8917	65	0	1	1952	0	34	2173	0	4	3844	1539	16	1	0	0	0	0	0	0	4	0	12	0	0	0	0	0	2	1499	0	0	0	0	170	164	0	0	0	1131	0	7	2	1	0	0	0	0	0	0	0	300	2891	0	16	1601	0	2	0	16	69	101	0	704	4	52	2	0	50	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5368_S20	14772	8851	7780	10317	12177	19274	312	7084	8	30	0	325	2185	164	15018	0	23472	12145	33823	20703	15059	5142	1028	9027	9921	143	38	50	12580	8197	1142	0	1287	36	607	237	7091	7	442	1013	1888	11586	597	1914	0	11602	7784	0	0	340	0	0	4052	10376	2083	116	0	3662	0	29	0	0	0	10406	0	0	1	0	51	2402	88	170	0	949	24	4611	1831	56	1489	4897	2404	2038	6175	3412	3029	256	1794	52	69	7217	6830	0	17	1030	1	477	269	21	7215	0	0	82	41674	122	0	0	34	26224	11487	6919	4277	5204	0	22352	715	6	16086	14543	0	12776	1	1	1882	12271	4300	10217	3628	11726	0	0	166	0	0	0	2587	698	0	1	1	0	10623	84	1	3	2366	0	48	2644	0	4	4373	1679	56	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1667	0	0	2	0	175	190	0	0	0	1338	0	25	0	0	1	0	0	1	0	0	0	418	3479	0	11	1785	3	1	0	7	246	74	0	1077	6	65	3	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
R5369_S21	15443	10250	8220	10631	12913	18848	450	7480	4	20	2	382	2335	155	16434	1	25339	12911	34967	22511	16065	6211	1250	8762	10895	145	43	21	13768	8778	1220	0	1241	13	504	438	7184	7	314	992	1864	11538	724	1825	0	11219	8106	2	0	332	1	0	4329	10720	2483	330	0	4144	0	58	0	0	0	10512	0	0	0	5	61	2452	102	168	0	880	44	5141	2336	31	1517	6054	3063	2301	6675	4148	3443	330	1779	70	31	7572	7472	0	22	1145	10	460	390	31	6279	7	0	79	47430	199	0	4	71	27971	13002	6253	4005	4452	2	24501	733	9	17262	16321	0	13727	9	2	1907	12973	4556	11354	3857	11980	0	3	234	0	5	0	2843	650	2	3	1	0	10831	138	0	4	2740	0	34	2632	3	1	4691	1814	29	2	0	0	0	0	0	0	1	0	3	0	0	0	6	2	4	1753	0	1	1	1	289	351	0	0	0	1072	0	8	1	0	0	0	5	6	0	1	0	351	3801	0	13	2235	0	2	0	7	73	124	0	929	9	108	5	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5370_S22	11468	8350	6407	9086	10929	17225	481	6420	0	14	0	344	2130	272	14178	1	20849	10521	28786	19538	13747	4949	1236	8752	9070	142	115	10	11290	8213	916	0	897	7	526	194	6786	14	299	776	1399	9247	478	1771	1	10360	7500	0	0	464	1	0	4230	8795	1853	193	0	3562	0	33	0	2	0	9442	0	0	2	2	29	1896	114	171	0	697	27	4031	1986	18	1159	4989	2773	1880	5378	3242	2937	381	1847	46	33	7088	6188	0	19	1030	4	578	563	29	6277	4	0	113	35893	187	0	4	84	22145	10386	3763	2447	2872	0	19390	642	0	14602	13207	0	10848	4	2	1688	10982	3725	9483	3269	10639	0	1	206	0	0	0	2007	672	3	1	0	0	9489	96	0	5	2091	0	101	3475	4	3	4228	1720	16	0	0	0	1	0	0	0	4	0	0	0	1	0	0	5	2	1454	0	0	2	0	163	170	1	0	0	1441	0	11	2	0	0	0	0	0	0	1	0	298	2884	0	33	1720	1	1	1	11	50	58	1	967	8	46	7	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5371_S23	15825	9419	7962	10918	12483	18825	414	7138	0	19	0	492	2120	154	16206	1	25403	13024	34092	21935	16564	6162	1156	9495	10751	164	79	33	13756	8495	1453	0	1452	31	493	377	7200	11	241	1070	1738	12292	742	1920	0	11910	8219	3	0	324	0	0	4018	10843	2681	361	0	4047	0	75	0	1	0	11007	0	0	0	1	52	2500	108	181	0	814	70	4743	2311	48	1654	5676	3097	2426	6688	3861	3359	250	1802	57	30	8094	7494	1	9	1111	0	497	736	16	6403	1	0	72	47100	271	1	1	81	28268	12737	9163	5660	4651	0	24965	881	1	16429	17145	0	13798	0	1	1857	13070	4443	11348	3953	11775	0	3	260	0	3	0	2910	622	1	1	0	0	10835	146	0	1	2957	0	64	2525	2	12	4492	2069	36	0	0	0	0	0	0	0	3	0	2	0	0	0	0	6	7	1944	0	0	0	1	350	259	1	0	0	975	0	35	3	0	0	0	1	2	0	2	0	327	3323	0	19	1975	1	1	0	5	228	73	1	913	2	38	20	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5372_S24	12763	10507	6831	9353	11900	14560	259	7393	0	12	0	354	2676	191	16048	0	25104	12114	35019	22612	13405	5590	1362	9207	10518	163	40	12	13855	9411	1235	3	488	8	375	640	7370	16	182	953	1521	9522	947	1663	0	9421	7271	0	0	272	1	0	5037	10656	1739	118	0	4278	1	93	0	0	0	10594	0	0	0	0	17	2535	112	227	0	590	44	4910	2397	30	1235	5990	2955	2451	6436	3683	4128	383	2290	40	19	6263	7271	0	0	1401	1	513	272	10	6524	1	0	54	44587	81	0	9	44	18311	11412	2222	1378	3321	0	23524	510	0	16484	15877	1	13209	2	2	1696	12511	4521	10873	3566	11257	0	1	285	0	0	0	2748	878	4	1	0	0	9929	77	0	4	1765	0	86	2497	1	2	5345	1903	19	1	0	0	0	0	0	0	2	0	0	9	0	0	0	1	2	1709	0	0	0	0	93	532	0	0	0	1467	0	12	2	0	0	0	0	0	0	0	0	390	3826	0	21	2240	0	0	0	5	128	110	0	989	1	50	7	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5373_S25	9200	3247	5588	6093	6504	11465	201	3362	1	22	1	213	398	39	8038	0	11746	6807	17540	10587	10533	2685	280	7116	5909	122	11	30	7152	4632	735	0	1746	14	273	96	4245	5	444	765	715	8359	393	1518	0	9526	3657	1	3	98	0	0	1271	6098	2529	365	0	2115	0	35	0	25	0	6203	0	0	0	9	45	1442	33	85	0	958	46	1816	1142	20	1093	1944	1496	1043	3218	1976	1465	95	828	52	4	5475	3752	0	1	403	0	185	395	8	4078	4	0	28	23573	356	5	0	118	31378	8496	11307	7263	3536	0	11687	604	1	8646	8489	0	7004	3	2	759	6543	2408	5660	2545	6412	0	2	77	0	2	0	1390	314	12	6	0	0	7303	42	1	2	2122	0	29	1055	1	9	1653	1032	4	2	0	0	0	0	0	0	5	0	2	0	0	0	0	1	4	751	0	0	0	0	293	19	0	0	0	267	0	14	0	0	0	0	0	2	0	0	0	173	1598	0	2	476	0	2	1	13	17	46	1	722	5	24	16	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5374_S26	10044	5513	6346	7994	8038	12613	353	4383	0	17	0	290	1037	93	9809	0	15466	7996	21693	14603	11312	4018	709	7449	7404	101	26	11	8875	5989	1152	0	936	15	358	110	5067	24	284	727	935	8663	392	1197	0	9385	4860	1	0	208	0	0	2303	6870	2148	327	0	2571	0	32	0	1	0	7402	0	0	1	3	43	1557	74	118	0	652	34	2631	1718	40	1128	3368	1776	1409	3751	2337	2028	164	1307	78	7	5799	4694	0	9	671	0	388	392	19	4479	1	0	52	28328	244	0	1	91	27071	9370	6727	4777	4070	0	15334	626	0	10372	10238	0	8712	4	9	1061	8117	2984	6926	2761	7659	0	2	141	0	4	0	1759	496	0	2	1	0	7724	76	0	0	2259	0	35	1761	4	4	2434	1160	21	1	0	0	0	0	0	0	5	0	0	0	1	0	1	0	7	1039	1	0	0	0	245	73	0	0	0	609	0	10	1	0	0	0	0	1	0	0	0	238	2167	0	9	1036	0	2	0	7	113	73	0	932	9	19	6	0	94	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5375_S27	10780	4381	6756	7443	7981	14780	455	4432	0	35	2	287	865	217	10923	0	15001	8264	21571	14088	12794	3599	493	8913	7584	154	33	46	8555	6265	1127	0	1625	9	308	128	5000	15	321	820	953	10037	369	1211	0	10631	4980	0	2	160	0	0	1802	7079	3534	292	0	2560	0	68	2	6	0	7691	0	0	2	4	55	1842	84	95	0	698	78	2392	1353	18	1325	2845	2132	1412	3793	2714	2143	140	1199	53	3	6829	4983	0	0	592	0	246	453	18	4218	14	0	40	28526	299	0	6	139	33896	10219	11389	7397	5727	0	14917	792	0	10828	10175	0	9086	3	0	934	8327	3013	7442	2803	7694	0	3	137	0	0	0	1761	432	1	4	1	0	8167	54	0	2	2468	0	85	1526	12	7	2124	1492	6	1	0	0	0	0	0	0	3	1	1	0	0	0	0	8	5	1034	0	0	0	0	339	67	1	0	0	495	0	17	6	0	0	0	2	2	0	4	0	200	1724	0	7	726	0	0	0	21	39	90	0	875	10	23	39	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5376_S28	8166	6400	4021	5886	7643	11849	188	4561	0	6	0	232	1517	136	9762	0	14648	7331	20923	13313	9871	3358	836	5585	6245	46	47	7	7869	5930	523	0	502	3	391	156	4717	6	148	580	1037	6165	417	984	1	6240	5125	2	0	199	0	0	3078	5865	1109	154	0	2395	0	26	0	1	0	5860	0	0	1	0	17	1167	50	94	0	573	15	3310	1263	6	744	3787	1754	1419	3664	2035	2508	262	1281	39	34	5287	4132	0	9	790	0	266	275	9	4009	3	0	83	26007	87	0	1	82	12896	6681	2259	1424	1613	0	13611	451	0	10123	8926	0	7651	0	0	1191	7611	2574	6475	2243	7609	0	6	136	0	1	0	1535	483	0	0	1	4	6460	52	0	7	1274	0	49	1933	2	4	3133	1126	30	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	4	1041	0	0	2	0	113	191	0	0	0	1015	0	4	0	0	0	2	0	1	0	1	0	176	2222	0	11	1098	0	2	0	6	18	46	0	579	3	35	6	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5377_S29	12680	8927	6001	7136	10870	14417	166	6378	0	6	0	382	2154	148	14332	0	22831	10700	31168	20137	13201	5178	1291	7431	9235	131	61	6	11836	8133	816	3	562	3	528	359	6388	4	77	928	1369	9506	725	1079	0	7875	7324	0	0	324	0	0	4657	9073	1728	87	0	3179	0	26	0	0	0	9666	0	0	1	1	7	2304	100	196	0	754	23	5119	1646	5	1176	5157	2414	1914	5884	3507	3270	253	1860	31	28	6095	6265	0	13	1248	0	451	218	1	5189	13	0	104	39929	51	0	7	75	16979	10000	1255	780	4384	0	21406	473	1	14747	13913	0	10676	2	0	1625	11140	4052	9796	3068	11166	0	0	213	1	0	0	2365	551	0	0	0	0	8826	88	0	2	1779	0	94	2581	0	0	4698	1553	3	1	0	0	1	0	0	0	1	0	0	8	0	0	0	1	0	1645	0	0	0	0	58	380	1	0	0	1263	0	13	0	0	1	0	1	0	0	0	0	337	3513	0	12	1858	3	1	1	7	57	201	0	900	8	29	4	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
R5378_S30	10319	4701	6748	7463	6951	11951	536	4138	0	18	3	264	898	55	9680	0	15790	7825	20117	13645	11170	3676	429	7563	7529	194	34	36	9117	5196	1222	0	1373	7	308	222	4925	10	389	748	810	8685	314	1342	0	9156	4180	0	0	170	0	0	1941	6586	2525	598	0	2991	0	93	0	3	0	7742	0	0	4	4	72	1507	158	116	2	751	93	2321	1781	37	1426	2769	1436	1202	3889	2220	1575	209	1048	144	4	5416	4614	0	6	561	0	367	619	53	4510	9	0	53	28391	315	0	0	88	32918	10738	8480	6483	3361	0	15823	656	0	10122	11073	0	9313	6	1	911	8775	3172	7439	2950	7628	1	1	152	0	4	0	1865	436	3	4	0	0	7892	105	0	8	2816	0	43	1633	4	7	1986	1255	16	3	0	1	0	0	0	2	9	2	0	3	1	0	0	0	5	1213	0	0	0	4	333	25	3	0	0	404	0	13	4	1	0	0	0	2	0	3	0	226	1905	1	25	787	0	4	0	10	92	101	0	789	11	33	12	0	165	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5379_S31	12278	10589	6197	8875	12450	14704	348	7356	0	4	1	416	2559	137	15625	0	23958	12210	32723	21519	12489	5769	1635	6890	9637	73	47	5	12538	8703	875	1	494	7	409	486	5860	9	133	860	1744	9071	825	1469	0	8734	7560	1	0	277	0	0	5170	10133	1262	66	0	3916	0	27	0	0	0	9481	0	0	0	0	28	2184	78	237	0	675	24	5306	2128	28	1031	6099	2966	2588	6334	3653	3977	266	2083	60	34	5983	6761	0	14	1301	0	542	184	6	5581	1	0	55	44537	98	0	12	46	13419	10401	1226	795	1972	0	23269	532	10	16289	15548	0	12385	0	0	1730	11984	4058	10990	3252	11026	0	12	332	0	1	0	2602	605	0	0	1	0	9233	111	0	7	1694	0	69	2496	2	4	5354	1812	22	0	0	1	0	0	0	0	1	0	0	1	3	0	0	1	0	1667	0	0	0	1	52	464	0	0	0	1220	0	7	1	0	0	0	0	0	0	3	0	310	3367	0	7	2282	1	0	0	4	108	61	1	662	2	42	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5380_S32	10575	8359	5321	8422	10894	14252	281	6151	0	5	0	341	2128	300	12558	0	19667	9721	28380	18249	12349	5251	1287	7190	8605	69	17	8	11184	8195	826	1	626	6	434	319	6082	4	176	864	1407	8092	645	1453	0	8213	7103	0	2	245	0	0	4133	8228	1364	86	0	3134	0	39	0	3	0	8490	0	0	0	1	13	1904	69	183	0	613	24	4142	1773	10	965	5031	2412	2011	5322	3046	3162	303	1674	34	27	6260	5738	0	18	1079	0	410	160	3	4952	8	0	49	36297	156	0	3	64	14915	9034	2791	1872	1866	0	18825	492	0	13754	12702	0	10507	1	0	1396	9577	3653	9584	2901	9244	0	3	233	0	0	0	2278	534	2	2	2	0	8555	71	0	4	1690	0	53	2153	0	1	4506	1634	4	0	0	0	1	0	0	0	5	0	0	0	0	0	0	2	0	1363	0	1	2	0	116	288	0	0	0	993	0	5	1	0	2	0	0	0	0	1	0	198	3055	0	6	1589	0	1	0	6	35	49	0	744	1	52	12	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5381_S33	13599	9888	7076	9896	12677	17937	306	7239	0	9	0	327	2308	213	16019	0	24709	11549	34961	21383	15307	5435	1352	8807	10261	141	69	21	12984	9138	1042	0	894	4	581	309	7668	8	215	925	1725	10475	704	1219	0	10226	8392	0	0	242	0	0	4240	10454	2002	240	0	3706	0	53	0	1	0	9714	0	1	0	1	38	2195	67	176	0	786	23	5272	2097	26	1404	5951	3049	2215	6390	3734	3783	352	2133	66	26	7772	6518	0	26	1276	0	480	311	6	6392	7	0	121	44026	148	0	0	68	21985	11443	4281	2683	3440	0	22745	707	3	16506	14682	0	12647	3	2	1785	12937	4251	10993	3630	11655	0	3	187	0	0	0	2509	677	5	1	0	4	10309	109	0	7	2109	0	53	2417	4	5	4978	1842	46	1	0	2	0	0	0	0	2	0	0	1	0	0	0	3	7	1680	0	2	0	0	163	375	0	0	0	1308	0	4	0	0	0	0	0	2	0	4	0	241	3378	0	5	2043	1	2	0	6	108	91	1	831	6	41	7	1	58	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5382_S34	11680	6873	6867	8742	10109	14205	365	5478	0	10	1	350	1568	64	12481	0	19894	10224	26647	17509	11798	4566	1028	7427	8606	144	24	25	11102	7151	1303	0	1090	16	287	317	5711	19	356	865	1227	10035	519	1351	1	9790	5551	0	0	303	0	0	3359	8520	2137	308	0	3352	0	70	0	0	0	9007	0	0	0	2	62	2097	66	202	1	846	86	3608	1816	29	1344	4147	1948	1763	5027	3126	2726	225	1614	92	11	5396	5977	2	2	980	0	454	719	37	5537	13	0	50	35979	186	0	4	43	26508	10854	5881	4432	3370	0	19513	724	5	13491	13052	0	10945	3	2	1344	9818	3759	9016	3132	9418	0	2	167	0	4	0	2284	628	4	3	2	0	8897	118	0	5	2406	0	51	2267	3	9	3408	1605	43	0	0	2	0	0	0	0	2	0	0	0	0	0	0	3	6	1349	0	0	0	0	261	221	1	0	0	668	0	9	1	2	0	1	0	1	0	1	0	302	2559	0	12	1285	0	4	0	8	127	112	0	979	5	44	6	0	95	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5383_S35	13632	5672	8757	9454	8727	16588	404	5177	0	34	1	292	868	85	12107	0	19724	10460	27665	16982	15321	4152	512	9935	9242	271	27	17	11524	7218	1326	0	2076	12	336	316	6176	12	448	1002	1160	11807	457	1798	1	12601	5823	0	0	138	0	0	2165	8857	3049	604	0	3330	0	121	0	4	0	9143	0	1	0	2	41	1915	76	144	0	1373	154	2828	2101	30	1785	3255	2129	1479	5227	2783	2034	165	1235	207	7	7206	5820	1	5	683	0	326	384	21	6144	3	0	61	36975	292	0	2	101	42821	12866	13593	9363	3768	0	19714	823	3	13663	13228	0	11664	3	6	1175	11076	3903	9213	3473	9813	0	1	162	0	2	0	2189	578	3	2	1	3	11086	137	0	3	3496	0	40	1624	12	8	2718	1622	11	2	0	1	0	1	0	0	9	0	0	0	0	4	0	2	12	1516	0	2	1	0	454	101	3	0	0	494	0	8	4	0	1	0	1	0	1	1	0	294	2762	0	13	803	0	3	4	15	52	171	0	1134	12	19	16	1	178	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
R5384_S36	14812	6711	8758	9732	10465	17527	417	6601	1	21	2	535	1257	249	13628	0	22295	11346	30031	19084	16865	5380	706	10297	10471	226	39	80	12572	8348	1661	1	1815	7	484	345	6716	23	478	1085	1372	13016	440	1836	0	13780	6528	1	0	214	0	0	2615	9642	3202	617	0	3627	0	67	0	2	0	10410	0	1	0	5	47	2362	75	156	0	937	97	3405	2246	57	1693	4520	2530	1732	5908	3685	2778	212	1544	152	21	8866	6998	0	11	859	2	412	1345	19	6053	7	0	42	40617	437	0	6	77	41763	14114	13985	8615	5611	0	21408	904	3	14668	15118	1	12606	1	2	1350	11788	4231	10164	3767	11026	0	3	150	0	1	0	2373	539	4	3	3	0	10629	214	0	4	3528	0	59	1929	5	12	3224	1951	37	0	0	1	0	0	0	0	17	0	0	0	2	0	0	1	6	1460	0	1	0	2	453	115	0	0	0	619	0	35	0	0	0	0	1	4	0	2	0	269	2928	0	16	1074	0	1	0	20	99	133	0	1070	32	51	12	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5385_S37	15029	10164	8589	11957	13761	21130	508	7993	3	23	0	374	2241	243	16764	0	25280	13383	35850	23537	16419	6268	1268	10378	11421	158	77	41	14657	9800	1413	0	1531	16	596	327	8202	32	343	1065	1831	11495	639	2148	1	12936	8314	0	0	481	0	0	4706	11161	2484	320	0	4224	0	36	0	1	0	11210	1	0	3	0	57	2383	86	222	0	896	30	5198	2250	24	1598	5845	3096	2545	6681	3789	3969	335	2297	93	28	9063	7905	0	9	1171	0	458	496	23	8021	2	0	133	45136	294	0	9	120	29304	13059	7590	4925	3712	0	24198	819	2	17901	15936	0	13633	5	0	1996	13231	4510	10430	3955	12423	0	4	227	0	2	0	2704	915	1	1	0	7	11673	128	0	2	2742	0	50	3429	1	13	4848	1810	6	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	1	1679	0	2	0	1	242	194	1	0	0	1434	0	26	4	0	0	0	0	1	0	0	0	402	3383	0	6	2119	0	0	1	17	67	77	0	1082	7	78	6	0	62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5386_S38	11600	8652	6376	9181	10830	17623	446	6466	0	20	0	351	1971	219	15136	0	21498	10701	31636	19914	14328	5254	1203	8543	9761	132	59	10	12105	9016	1051	0	767	6	553	263	7060	22	260	937	1446	9370	547	1467	1	9828	7528	0	1	301	1	0	4119	8779	2030	232	0	3527	0	103	0	4	0	9442	0	0	2	1	28	2122	107	163	0	642	31	4229	1711	32	1163	5266	2579	2034	5708	3174	3469	392	2017	62	57	8405	6367	0	23	1043	5	473	272	41	6451	2	0	139	37823	155	0	7	87	22715	11277	4060	2782	3590	0	20224	575	0	14524	12763	0	11222	2	2	1570	10889	3897	9143	3647	10768	0	3	186	0	3	0	2201	699	2	1	0	2	9450	113	0	8	2214	0	40	2566	1	6	4195	1608	5	2	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1472	0	0	0	1	183	236	0	0	0	1543	0	5	0	0	0	0	0	2	0	1	0	316	3363	0	39	1319	0	0	0	22	65	74	0	942	0	67	5	0	57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5387_S39	15014	11273	7761	10952	13336	20223	380	8108	1	9	0	444	2733	240	17373	0	27701	13654	38580	24226	16747	6617	1412	9974	11555	174	72	10	15132	10531	1125	1	919	5	598	332	8524	24	230	1169	1946	11071	763	1899	0	11434	9085	0	0	395	0	0	5297	11436	2341	197	0	4495	0	56	0	1	0	11030	0	0	1	2	48	2671	133	203	0	654	37	5749	2351	27	1464	6793	3128	2675	7066	4008	4026	332	2337	67	48	8292	7920	0	28	1378	3	742	280	11	7206	4	0	110	49161	178	0	31	85	24001	12933	3752	2478	3801	0	26582	666	1	18021	16842	0	14494	2	21	2018	13575	4829	11777	4130	13267	0	2	265	0	2	0	2907	910	0	0	1	0	11454	84	0	3	2442	0	78	3432	3	3	5566	2070	32	1	0	1	0	0	0	0	5	0	0	0	0	0	0	4	4	1952	0	3	0	0	148	275	0	0	0	1448	0	16	0	1	0	0	1	2	0	0	0	446	4067	0	36	2220	19	1	2	15	196	106	0	1088	1	87	5	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5388_S40  	14624	11707	7646	11609	14377	19794	369	8273	4	11	1	332	3087	187	18769	0	27593	13551	40981	26417	16854	6729	1800	10818	11755	134	51	3	15830	11314	993	0	578	4	648	400	8752	3	145	1105	1858	11413	869	1668	0	10823	9462	0	0	431	0	0	5787	11466	1902	80	0	4724	0	22	0	0	0	11611	0	0	1	0	19	3106	93	191	1	634	6	6474	2439	7	1329	6967	3415	2754	7533	4320	4480	482	2536	42	67	8594	8114	0	18	1650	10	673	309	2	7166	14	0	116	50435	70	0	27	60	20070	12490	1480	934	4303	0	25942	626	0	18763	16900	0	14274	2	1	2086	13947	5009	12402	3900	13184	0	3	235	0	4	0	3102	948	0	2	1	1	11217	107	1	1	2106	0	61	3184	1	20	6094	2021	10	0	0	0	0	0	0	0	4	0	1	1	1	0	0	1	0	1948	1	1	0	0	68	424	2	0	0	1750	0	19	3	0	0	0	0	2	0	1	0	491	4362	0	8	2517	11	0	0	7	93	135	1	977	1	43	4	0	34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5389_S41	11746	7700	6681	9362	10446	15621	375	5959	0	15	1	304	1674	130	12437	0	19488	9996	27440	17817	13849	5382	948	8656	8965	141	58	34	11009	7581	1071	0	1265	9	387	206	6184	15	289	840	1209	9690	521	1671	0	10322	6310	2	7	248	0	0	3374	8522	2134	367	0	3607	1	53	0	1	0	9136	0	0	3	1	32	2015	109	150	0	767	52	3663	2074	24	1271	4307	2392	1898	5329	3044	2701	250	1486	52	24	6322	5904	1	4	894	0	474	498	13	5481	6	0	71	36257	278	1	4	86	26323	10825	6571	4770	3117	0	18680	636	1	13353	13069	0	10894	10	2	1271	9911	3657	9032	3097	8945	0	3	204	0	2	0	2243	548	8	2	1	0	9247	108	0	2	2304	0	41	2375	3	7	3570	1577	14	1	0	0	1	0	0	2	4	0	1	0	0	0	1	6	6	1423	0	0	1	3	252	102	1	0	0	822	0	12	5	0	0	0	1	3	0	0	0	263	2619	0	12	1337	0	3	0	9	50	71	3	837	5	46	6	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
